ID,Item_name,Warranty Period(Days),RAM type,Screen Size,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
313,MSI GE63VR 7RF Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,2099
314,Acer ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10) Notebook,1,?,15.6,AMD A8-Series 7410 2.2GHz,8,256GB SSD,AMD Radeon R5,Windows 10,2.23,469
315,Asus VivoBook Flip 2 in 1 Convertible,1,?,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1,275
316,Dell Inspiron 5570 Notebook,1,?,15.6,Intel Core i5 8250U 1.6GHz,8,128GB SSD + 1TB HDD,AMD Radeon 530,Windows 10,2.33,844
317,HP Spectre x360 2 in 1 Convertible,1,?,13.3,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Intel UHD Graphics 620,Windows 10,1.29,2449
318,Lenovo ThinkPad 13 Notebook,1,?,13.3,Intel Celeron Dual Core 3855U 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,459.9
319,HP ProBook 640 Notebook,1,?,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,980
320,Acer TravelMate B Notebook,1,?,11.6,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.4,485
321,HP Elitebook 840 Notebook,1,?,14,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1292
322,Lenovo IdeaPad 320-17IKB Notebook,1,?,17.3,Intel Core i5 20U 2.5GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.79,589
323,Asus ZenBook UX410UA-GV183T Notebook,1,?,14,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2,1094
324,HP ProBook 450 Notebook,1,?,15.6,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1,902
325,Acer Aspire 5 Notebook,1,?,15.6,AMD A12-Series 92P 2.7GHz,8,256GB SSD,AMD Radeon RX 540,Windows 10,2.2,659
326,Lenovo IdeaPad 120S-14IAP Notebook,1,?,14,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44,292
327,Acer Aspire E5-575 Notebook,1,?,15.6,Intel Core i5 20U 2.5GHz,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.23,549
328,Asus VivoBook S15 Ultrabook,1,?,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7,1049.9
329,HP Elitebook 820 Ultrabook,1,?,12.5,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,1335
330,Dell XPS 15 Notebook,1,?,15.6,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2639
331,MSI GL72M 7REX Gaming,1,?,17.3,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1199
332,Toshiba Satellite Pro Notebook,1,?,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2,943
333,Asus UX510UX-CN269T (i7-7500U/8GB/256GB Notebook,1,?,14,Intel Core i7 7500U 2.7GHz,8,256GB SSD + 1TB HDD,Intel HD Graphics 620,Windows 10,2,1334
334,Lenovo V310-15ISK (i3-6006U/4GB/1TB/FHD/W10) Notebook,1,?,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows 10,1.85,449
335,Asus FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce Gaming,1,?,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,999
336,HP EliteBook 840 Notebook,1,?,14,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1268
337,Dell Inspiron 7570 Ultrabook,1,?,15.6,Intel Core i5 8250U 1.6GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce 940MX,Windows 10,1.9,1049
338,HP Elitebook 850 Notebook,1,?,15.6,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1144
339,Asus X541NA (N3350/4GB/1TB/Linux) Notebook,1,?,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Linux,2,274.99
340,Dell Inspiron 7570 Notebook,1,?,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,2,1142.75
341,Dell Inspiron 3552 Notebook,1,DDR2,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics,Linux,2.2,274.9
342,Lenovo IdeaPad 320-15ABR Notebook,1,DDR2,15.6,AMD A12-Series 92P 3.6GHz,12,2TB HDD,AMD Radeon 530,Windows 10,2.2,899
343,HP ProBook 450 Notebook,1,DDR2,15.6,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.1,716
344,Lenovo Yoga 920-13IKB 2 in 1 Convertible,1,DDR2,13.9,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4,2099
345,Dell XPS 13 Ultrabook,0,DDR2,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,1579
346,Lenovo Legion Y520-15IKBN Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1129
347,HP Stream 14-AX001nv Notebook,1,DDR2,14,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,279
348,Dell Latitude 5590 Ultrabook,1,DDR2,15.6,Intel Core i7 8650U 1.9GHz,16,512GB SSD + 256GB SSD,Intel UHD Graphics 620,Windows 10,1.88,1607.96
349,Asus VivoBook Flip 2 in 1 Convertible,1,DDR2,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,375
350,Dell Inspiron 5570 Ultrabook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 530,Windows 10,1.9,663
351,Dell XPS 15 Notebook,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2027.42
352,HP Elitebook 850 Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1304
353,MSI GP72MVR 7RFX Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,1409
354,HP Zbook 15 Workstation,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6,1738.27
355,Toshiba Tecra A50-C-21G Notebook,1,DDR2,15.6,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4,1403
356,Dell Inspiron 5570 Notebook,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,128GB SSD + 2TB HDD,AMD Radeon 530,Windows 10,2.02,970.9
357,Lenovo IdeaPad 320-15IAP Notebook,1,DDR2,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,No OS,2.2,321.99
358,Dell Inspiron 7577 Gaming,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,999
359,Dell Inspiron 3567 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,2TB HDD,Intel HD Graphics 620,Windows 10,2.36,557.37
360,Dell Latitude 7480 Notebook,1,DDR2,14,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1427
361,HP 250 G6 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,439
362,Asus Zenbook UX410UA-GV027T Notebook,1,DDR2,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2,945
363,Lenovo IdeaPad 320-17IKB Notebook,1,DDR2,17.3,Intel Core i5 20U 2.5GHz,6,128GB SSD + 1TB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,719
364,HP 250 G6 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,1.86,639
365,Lenovo IdeaPad 320-15ISK Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,8,256GB SSD,Nvidia GeForce 920MX,No OS,2.2,499
366,HP 15-AY023na (N3710/8GB/2TB/W10) Notebook,1,DDR2,15.6,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel HD Graphics 405,Windows 10,2.04,389
367,Dell Inspiron 5770 Notebook,1,DDR2,17.3,Intel Core i5 8250U 1.6GHz,8,128GB SSD + 1TB HDD,AMD Radeon 530,Windows 10,2.8,1085
368,Lenovo Legion Y520-15IKBN Gaming,1,DDR2,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4,809
369,Dell Inspiron 5567 Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33,899
370,HP Elitebook 1040 Ultrabook,1,DDR2,14,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1750
371,Asus ZenBook Flip 2 in 1 Convertible,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,12,512GB SSD + 2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,1099
372,Acer Aspire 3 Notebook,1,DDR2,15.6,AMD A9-Series 9420 3GHz,4,128GB SSD,AMD Radeon R5,Windows 10,2.1,426
373,Asus Rog Strix Gaming,1,DDR2,17.3,AMD Ryzen 1700 3GHz,16,256GB SSD + 1TB HDD,AMD Radeon RX 580,Windows 10,3.25,2199
374,Lenovo IdeaPad 110-17ACL Notebook,1,DDR2,17.3,AMD A8-Series 7410 2.2GHz,4,128GB SSD,AMD Radeon R5,Windows 10,2.6,489
375,Dell Inspiron 5379 2 in 1 Convertible,1,DDR2,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62,869.01
376,HP 15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10) Notebook,1,DDR2,15.6,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon R5,Windows 10,1.91,488.99
377,Lenovo Yoga 11e Netbook,1,DDR2,11.6,Intel Celeron Quad Core N3450 1.1GHz,4,128GB SSD,Intel HD Graphics 500,Windows 10,1.59,553
378,Dell Inspiron 3552 Notebook,1,DDR2,15.6,Intel Celeron Dual Core N3060 1.60GHz,4,500GB HDD,Intel HD Graphics 400,Windows 10,1.8,309
379,Asus VivoBook E403NA Notebook,1,DDR2,14,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,286
380,Acer Aspire 7 Notebook,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,846
381,HP Omen 17-w212nv Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,1191
382,Lenovo V310-15ISK (i3-6006U/4GB/128GB/FHD/No Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,No OS,1.85,403.5
383,Asus ROG Strix Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,1655
384,Lenovo IdeaPad 2S-14IKB Notebook,1,DDR2,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.5,1099
385,Asus Zenbook Flip Ultrabook,1,DDR2,13.3,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1748.9
386,Lenovo Thinkpad X1 Ultrabook,1,DDR2,14,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,2282
387,Lenovo Ideapad 510S-13IKB Notebook,1,DDR2,13.3,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.5,549
388,Dell Precision 3510 Workstation,1,DDR2,15.6,Intel Core i5 6440HQ 2.6GHz,8,500GB HDD,AMD FirePro W5130M,Windows 10,2.23,1369
389,Dell Precision 5520 Workstation,1,DDR2,15.6,Intel Core i7 6820HQ 2.7GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,2,2135
390,Lenovo ThinkPad X1 2 in 1 Convertible,1,DDR2,14,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.42,2509
391,Asus Rog GL753VD-GC042T Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3,1039
392,Asus Rog GL753VE-GC070T Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3,1591
393,Acer Aspire 5 Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,12,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2,693.99
394,MSI Leopard GP72M Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1349
395,Dell Inspiron 5567 Notebook,1,DDR2,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,Linux,2.33,778.87
396,HP 15-BW004nv (A9-9420/4GB/256GB/Radeon Ultrabook,1,DDR2,15.6,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon 520,Windows 10,1.91,499
397,Lenovo ThinkPad E580 Notebook,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,Windows 10,2.1,1229.56
398,Lenovo ThinkPad L470 Notebook,1,DDR2,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,938
399,Dell Precision M5520 Workstation,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78,2712
400,Lenovo Thinkpad X1 Ultrabook,1,DDR2,14,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,Windows 10,1.13,2625
401,Lenovo IdeaPad 320-15IAP Notebook,1,DDR2,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Windows 10,2.2,306
402,Asus FX753VD-GC461T (i7-7700HQ/16GB/1TB Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,1529
403,Lenovo ThinkPad E580 Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD + 1TB HDD,AMD Radeon RX 550,Windows 10,2.1,1144.5
404,Acer Aspire 7 Notebook,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Linux,2.5,879
405,MSI GE73VR 7RF Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,2249
406,Asus Zenbook 3 Ultrabook,1,DDR2,14,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1873
407,Toshiba Portege Z30-C-16P Ultrabook,1,DDR2,13.3,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.2,1747
408,Dell Latitude 7480 Ultrabook,1,DDR2,14,Intel Core i7 7600U 2.8GHz,8,512GB SSD,Intel HD Graphics,Windows 10,1.36,1680
409,Lenovo IdeaPad 320-15ISK Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,409
410,Lenovo Lenovo IdeaPad Notebook,1,DDR2,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15,304.45
411,Lenovo ThinkPad P51 Workstation,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67,1925
412,Lenovo Thinkpad T470p Ultrabook,1,DDR2,14,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.7,1943
413,HP 15-BS028nv (i3-6006U/4GB/1TB/Radeon Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon 520,Windows 10,2.1,469
414,Acer Aspire R7 2 in 1 Convertible,1,DDR2,13.3,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.6,789.01
415,Asus ZenBook Flip 2 in 1 Convertible,1,DDR2,13.3,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.27,928
416,Dell Inspiron 3567 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,4,256GB SSD,AMD Radeon R5 M430,Linux,2.3,598.9
417,Dell Latitude 3380 Notebook,1,DDR2,13.3,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.65,689
418,HP EliteBook 1040 Ultrabook,1,DDR2,14,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.43,1500
419,Dell Inspiron 3567 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.14,539.95
420,Lenovo ThinkPad E480 Ultrabook,0,DDR2,14,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,Windows 10,1.75,1215.38
421,Lenovo Yoga 2-15IKB 2 in 1 Convertible,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2,1899
422,Chuwi LapBook 12.3 Notebook,1,DDR2,12.3,Intel Celeron Quad Core N3450 1.1GHz,6,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.4,449
423,HP ProBook 650 Notebook,1,DDR2,15.6,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Intel HD Graphics 630,Windows 10,2.31,1427
424,Asus X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce Notebook,1,DDR2,15.6,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia GeForce 940MX,Linux,2.3,597
425,Dell Alienware 17 Gaming,1,DDR2,17.3,Intel Core i7 7820HK 2.9GHz,16,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2799
426,Dell Inspiron 7577 Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1159
427,Dell Inspiron 5570 Notebook,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD + 2TB HDD,AMD Radeon 530,Windows 10,2.02,1142.4
428,Dell Latitude 5480 Ultrabook,1,DDR2,14,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Linux,1.6,1099
429,HP Omen 17-w207nv Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,12,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.35,1999
430,Mediacom FlexBook Edge 2 in 1 Convertible,1,DDR2,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,32GB SSD,Intel HD Graphics 500,Windows 10,1.16,299
431,Samsung Chromebook 3 Netbook,1,DDR2,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15,269
432,Lenovo Thinkpad 13 Notebook,1,DDR2,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,1010
433,Lenovo IdeaPad 320s-14IKB Notebook,1,DDR2,14,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.7,599
434,Lenovo Thinkpad T570 Workstation,1,DDR2,15.6,Intel Core i7 7600U 2.8GHz,16,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.3,2445
435,Lenovo Thinkpad P51 Notebook,1,DDR2,15.6,Intel Core i7 7820HQ 2.9GHz,16,512GB SSD,Nvidia Quadro M2200M,Windows 10,2.5,2449
436,Asus Rog Strix Gaming,1,DDR2,17.3,AMD Ryzen 1600 3.2GHz,8,256GB SSD + 1TB HDD,AMD Radeon RX 580,Windows 10,3.2,1695
437,HP 15-ra044nv (N3060/4GB/500GB/W10) Notebook,1,DDR2,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics 400,Windows 10,2.1,347
438,Google Pixelbook (Core Ultrabook,1,DDR2,12.3,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1,2199
439,Lenovo ThinkPad T470s Ultrabook,1,DDR2,14,Intel Core i7 7500U 2.7GHz,24,512GB SSD,Intel HD Graphics 620,Windows 10,1.32,2382
440,Asus VivoBook Max Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Linux,2,559
441,Lenovo IdeaPad 320-15AST Notebook,1,DDR2,17.3,AMD A6-Series 9220 2.5GHz,8,1TB HDD,AMD Radeon R4,Windows 10,2.8,519
442,Dell Inspiron 5570 Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,4,256GB SSD,AMD Radeon 530,Windows 10,2.2,749
443,Lenovo ThinkPad X270 Ultrabook,1,DDR2,12.5,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1429
444,Lenovo IdeaPad 320-15IAP Notebook,1,DDR2,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Intel HD Graphics 505,Windows 10,2.2,349
445,HP Omen 15-AX205na Gaming,1,DDR2,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1099
446,Dell Latitude 5480 Notebook,1,DDR2,14,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,1179
447,Acer Aspire ES1-572 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Linux,2.4,441.8
448,Dell Precision 3520 Workstation,1,DDR2,15.6,Intel Xeon E3-1505M V6 3GHz,8,64GB Flash Storage + 1TB HDD,Nvidia Quadro M620,Windows 10,2.23,1993
449,MSI GV62 7RD-1686NL Gaming,1,?,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,1027.74
450,Microsoft Surface Laptop Ultrabook,1,DDR2,13.5,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,2589
451,HP 15-bs024nv (i5-20U/8GB/128GB/W10) Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.91,589
452,Dell Precision 3520 Workstation,1,DDR2,15.6,Intel Core i7 6820HQ 2.7GHz,16,256GB SSD,Nvidia Quadro M620,Windows 10,2.17,1975
453,HP ProBook 650 Workstation,1,DDR2,15.6,Intel Core i7 7820HQ 2.9GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,2.31,1534
454,Lenovo ThinkPad T470 Notebook,1,DDR2,14,Intel Core i5 20U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.65,1345
455,Dell Inspiron 5570 Notebook,1,DDR2,15.6,Intel Core i7 8550U 1.8GHz,8,128GB SSD + 1TB HDD,AMD Radeon 530,Windows 10,2.36,979
456,Dell Inspiron 3168 2 in 1 Convertible,1,DDR2,11.6,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Intel HD Graphics 405,Windows 10,1.47,479
457,Dell Alienware 17 Notebook,1,DDR2,17.3,Intel Core i7 7700HQ 2.7GHz,8,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42,2046
458,Microsoft Surface Laptop Ultrabook,1,DDR2,13.5,Intel Core M m3-7Y30 2.2GHz,4,128GB SSD,Intel HD Graphics 615,Windows 10 S,1.252,989
459,Microsoft Surface Laptop Ultrabook,1,DDR2,13.5,Intel Core i7 7660U 2.5GHz,8,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,1799
460,HP 17-BS092ND (i3-6006U/8GB/256GB/W10) Notebook,1,DDR2,17.3,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.5,639.9
461,Acer Aspire E5-576G Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,544
462,Acer TravelMate B Netbook,1,DDR2,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,435
463,Asus Pro P2540UA-AB51 Notebook,1,DDR2,15.6,Intel Core i5 20U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.37,749
464,Lenovo IdeaPad 510s-14IKB Notebook,1,DDR2,14,Intel Core i7 7500U 2.7GHz,8,512GB SSD,AMD Radeon R7 M460,No OS,1.5,799
465,Lenovo Thinkpad P51 Notebook,1,DDR2,15.6,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Nvidia Quadro M2200M,Windows 10,2.67,2090
466,Asus X541NA-PD1003Y (N4200/4GB/500GB/W10) Notebook,1,DDR2,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Windows 10,2,304
467,Acer Aspire 5 Notebook,1,DDR2,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2,469
468,Dell Inspiron 5570 Notebook,1,DDR2,15.6,Intel Core i5 8250U 1.6GHz,8,2TB HDD,AMD Radeon 530,Windows 10,2.02,759
469,HP Omen 17-an006nv Gaming,1,DDR2,17.3,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.78,1699
